"codigo_origem";"descricao_original";"unidade_origem";"produto_canonico";"marca";"categoria";"nome_variante";"unidade_canonica";"atributos"
"goevo:004535";"LUMINARIA EMB LED RED 12W 3000K BIV BC SLIM 17CM";"UN";"Plafon LED Embutir Redondo Bio LED";"Bio LED";"Iluminacao";"12 W 3000K Bivolt Slim 17 cm";"UN";"Potencia=12 W | Temperatura=3000K | Voltagem=Bivolt | Tipo=Slim 17 cm"
"goevo:004536";"PORTA DE MADEIRA 14 PAINEL LISO CONTRA CAPA HDF 6MM 2,70M X 1,50 X 3,5 CM PADRAO";"UN";"Porta de Madeira 14 Painel Liso com Contra Capa HDF";"";"Portas";"2,70x1,50 m 3,5 cm HDF 6 mm";"UN";"Altura=2,70 m | Largura=1,50 m | Espessura=3,5 cm | Espessura HDF=6 mm"
"goevo:004537";"BATENTE EM MADEIRA 6 MACICO SEM REBAIXO 2,50M ALT X 150CM X 16CM 3,5CM ESP PADRAO";"UN";"Batente em Madeira Maciço Sem Rebaixo";"";"Portas";"2,50 m Alt x 150 cm x 16 cm 3,5 cm";"UN";"Altura=2,50 m | Largura=150 cm | Profundidade=16 cm | Espessura=3,5 cm"
"goevo:004538";"FERRAGEM 1 DOBRADICA UNIAO MUNDIAL 4X3 COM 2 ANEIS PRETA";"UN";"Dobradiça de União Mundial";"Mundial";"Ferragem";"4x3"" 2 Aneis Preta";"UN";"Tamanho=4x3"" | Aneis=2 | Cor=Preta"
"goevo:004539";"FECHADURA PADO 2 BEETHOVEN 82990E EXTERNO PADO PRETO TEXTURA";"UN";"Fechadura Beethoven Externo Pado";"Pado";"Ferragem";"82990E Preto Textura";"UN";"Modelo=82990E | Cor=Preto Textura"
"goevo:004540";"MESA LATERAL";"UN";"Mesa Lateral";"";"Mobiliario";"Padrão";"UN";""
"goevo:004541";"TINTA CORAL PINTA PISO AMARELO DEMARCAÇÃO";"UN";"Tinta Pinta Piso Coral";"Coral";"Pintura";"Amarelo Demarcação";"UN";"Cor=Amarelo Demarcação"
"goevo:004542";"TINTA ECONOMICA PRETA";"UN";"Tinta Economica";"";"Pintura";"Preto";"UN";"Cor=Preto"
"goevo:004543";"TINTA CORAL CORALIT ULTRA RESISTENCIA FOSCO PRETO";"UN";"Esmalte Sintetico Coralit Ultra Resistencia Fosco";"Coralit";"Pintura";"Preto Fosco";"UN";"Cor=Preto | Acabamento=Fosco"
"goevo:004544";"BOIA METAL";"UN";"Boia Metal";"";"Hidraulica";"Padrao";"UN";"Material=Metal"
"goevo:004545";"SERRA MARMORE 4 4100NH / PT - PM 088";"UN";"Serra Mármore Makita";"Makita";"Ferramentas";"4.3/8"" 4100 NH3Z";"UN";"Diametro=4.3/8"" | Modelo=4100 NH3Z"
"goevo:004546";"CONFECÇÕES DE SOFÁS TECIDO: LINHO SINTÉTICO CINZA";"UN";"Confeccao de Sofas Tecido Linho Sintetico";"";"Servicos";"Linho Sintetico Cinza";"UN";"Material=Linho Sintetico | Cor=Cinza"
"goevo:004547";"SOFÁ EM PILAR MEDIDAS DOS PILARES";"UN";"Sofa em Pilar";"";"Mobiliario";"Padrao";"UN";""
"goevo:004548";"SUCÇÃO, TRANSPORTE E DESCARTE DE RESIDUOS";"UN";"Servico de Succao Transporte e Descarte de Residuos";"";"Servicos";"Padrao";"UN";""
"goevo:004549";"SERRA MARMORE";"UN";"Serra Marmore";"";"Ferramentas";"Padrao";"UN";""
"goevo:004550";"ESMERILHADEIRAS";"UN";"Esmerilhadeira";"";"Ferramentas";"Padrao";"UN";""
"goevo:004551";"TINTA LOUSA";"UN";"Esmalte Preto Lousa";"";"Pintura";"Preto";"UN";"Cor=Preto"
"goevo:004552";"MANTA DE BIDIM GEOTEXTIL";"UN";"Manta Bidim Geotextil";"";"Construcao";"Padrao";"UN";""
"goevo:004553";"OC 110G NEUTRAL FLOOR";"UN";"Limpador Neutral Floor OC 110G";"";"Limpeza";"Padrao";"UN";""
"goevo:004554";"SPOT DIRECIONAVEL PRETO 7W QUADRADO 3000K 9X9CM";"UN";"Spot LED Direcionavel Quadrado";"";"Iluminacao";"Preto 7W 3000K 9x9cm";"UN";"Potencia=7 W | Cor=Preto | Temperatura=3000K | Dimensao=9x9 cm"
"goevo:004555";"LIMITADOR E SEPARADOR DE GRAMA";"UN";"Limitador e Separador de Grama";"";"Jardinagem";"Padrao";"UN";""
"goevo:004556";"PUFFS REDONDO";"UN";"Puff Redondo";"";"Mobiliario";"Padrao";"UN";""
"goevo:004557";"KIT IRRIGAÇÃO COMPLETO";"UN";"Kit Irrigacao Completo";"";"Jardinagem";"Padrao";"UN";""
"goevo:004558";"BOTINA BICO DE AÇO N36";"UN";"Botina Bico de Aço";"";"EPI";"36";"UN";"Numeracao=36"
"goevo:004559";"BOTINA BICO DE AÇO N35";"UN";"Botina Bico de Aço";"";"EPI";"35";"UN";"Numeracao=35"
"goevo:004560";"FECHADURA";"UN";"Fechadura";"";"Ferragem";"Padrao";"UN";""
"goevo:004561";"PRESSURIZADOR KOMECO";"UN";"Pressurizador Komeco";"Komeco";"Hidraulica";"Padrao";"UN";""
"goevo:004562";"PORCELANATO ESM AC";"M2";"Porcelanato Esmaltado Acetinado";"";"Revestimento";"Padrao";"M2";""
"goevo:004563";"RODAPÉ MARESIA 7 X 1,0 MM PRETO";"M";"Rodape Maresia";"";"Acabamento";"Preto 7x1,0mm";"M";"Dimensao=7 x 1,0 mm | Cor=Preto"
"goevo:004564";"CAIXA PLENUM FILTRO";"UN";"Caixa Plenum Filtro";"";"Ventilacao";"Padrao";"UN";""
"goevo:004565";"CORDÃO CORDA FIO NAUTICO";"UN";"Cordao Corda Fio Nautico";"";"Utensilios";"Padrao";"UN";""
"goevo:004566";"EVAP DT FXMQ25PVM 25.000 KCAL/H-DAIKIN";"UN";"Evaporadora Dutada Daikin FXMQ-PVM";"Daikin";"Climatizacao";"25.000 KCAL/H FXMQ25PVM";"UN";"Capacidade=25.000 KCAL/H | Modelo=FXMQ25PVM"
"goevo:004567";"REGADOR DE PLASTICO";"UN";"Regador de Plastico";"";"Jardinagem";"Padrao";"UN";"Material=Plastico"
"goevo:004568";"CANOPLA QUADRADA PARA TUBO ALUMINIO";"UN";"Canopla Quadrada para Tubo Aluminio";"";"Acabamento";"Padrao";"UN";""
"goevo:004569";"MANDRIL 1/2 POL COM CHAVE BOSCH";"UN";"Mandril com Chave Bosch";"Bosch";"Ferramentas";"1/2""";"UN";"Bitola=1/2"""
"goevo:004570";"HASTE ADAPTADORA COM ENCAIXE PLUS PARA MANDRIL COM PARAFUSO 1/2 POL X 20 UNF";"UN";"Haste Adaptadora com Encaixe Plus para Mandril";"";"Ferramentas";"1/2"" x 20 UNF";"UN";"Bitola=1/2"" x 20 UNF | Tipo=Com Parafuso"
"goevo:004571";"REGISTRO DE ESFERA";"UN";"Registro de Esfera";"";"Hidraulica";"Padrao";"UN";""
"goevo:004572";"ADAPTADOR FLANGE SOLDAVEL";"UN";"Adaptador Flange Soldavel";"";"Hidraulica";"Padrao";"UN";""
"goevo:004573";"TORNEIRA BOIA PARA CAIXA D AGUA";"UN";"Torneira Boia para Caixa D'Agua";"";"Hidraulica";"Padrao";"UN";""
"goevo:004574";"COLA ADESIVA BISNAGA";"UN";"Cola Adesiva Bisnaga";"";"Adesivos";"Padrao";"UN";""
"goevo:004575";"MECANISMO AUTOMATICO ACIONAMENTO METAL";"UN";"Mecanismo Automatico Acionamento Metal";"";"Hidraulica";"Metal";"UN";"Material=Metal"
"goevo:004576";"PERFIL REDUTOR METALICO PARA PISO LAMINADO";"UN";"Perfil Redutor Metalico para Piso Laminado";"";"Revestimento";"Metalico";"UN";"Material=Metal"
"goevo:004577";"BASE PARA FIXAÇÃO";"UN";"Base para Fixacao";"";"Fixacao";"Padrao";"UN";""
"goevo:004578";"NOTEBOOK";"UN";"Notebook";"";"Informatica";"Padrao";"UN";""
"goevo:004579";"MARTELETE SDS PLUS 11226 2KG";"UN";"Martelete SDS Plus 11226";"";"Ferramentas";"11226 2 kg";"UN";"Modelo=11226 | Peso=2 kg | Tipo=SDS Plus"
"goevo:004580";"EP F18 ISOLAMENTO ELASTOMERICO 09MM 3/4 C.3/8 F";"M";"Isolamento Elastomerico EP F18";"";"Hidraulica";"9 mm 3/4"" C.3/8 F";"M";"Modelo=EP F18 | Espessura=9 mm | Bitola=3/4"" C.3/8 F"
"goevo:004581";"EP F15 ISOLAMENTO ELASTOMERICO 09MM 5/8 C.1/4 F";"M";"Isolamento Elastomerico EP F15";"";"Hidraulica";"9 mm 5/8"" C.1/4 F";"M";"Modelo=EP F15 | Espessura=9 mm | Bitola=5/8"" C.1/4 F"
"goevo:004582";"PORTA DE CORRER DE VIDRO";"UN";"Porta de Correr de Vidro";"";"Ferragem";"Padrao";"UN";""
"goevo:004583";"BEBEDOURO GARRAFÃO MESA IBBL";"UN";"Bebedouro Garrafao Mesa IBBL";"IBBL";"Filtros";"Garrafao Mesa";"UN";"Tipo=Garrafao | Local=Mesa"
"goevo:004584";"AUTOMAÇÃO EM EQUIPAMENTOS";"UN";"Automacao em Equipamentos";"";"Eletrica";"Padrao";"UN";""
"goevo:004585";"PURIFICADOR AGUA IBBL FR600 SPECIALE 1,24L/H PRATA 220V";"UN";"Filtro Purificador de Agua IBBL";"IBBL";"Filtros";"FR600 Speciale 1,24 L/h Prata 220 V";"UN";"Modelo=FR600 Speciale | Vazao=1,24 L/h | Cor=Prata | Voltagem=220 V"
"goevo:004586";"CABO DE ALUMINIO";"UN";"Cabo de Aluminio";"";"Eletrica";"Padrao";"UN";""
"goevo:004587";"TAMPA PARA QUADRO DE FORCA TIGRE";"UN";"Tampa para Quadro de Forca Tigre";"Tigre";"Eletrica";"Padrao";"UN";""
"goevo:004588";"PERFIL CADEIRINHA";"UN";"Perfil Cadeirinha";"";"Estrutura Metalica";"Padrao";"UN";""
"goevo:004589";"DVR INTELBRAS";"UN";"DVR Intelbras";"Intelbras";"Seguranca";"Padrao";"UN";""
"goevo:004590";"BUCHA P/ NIVELADOR";"UN";"Bucha para Nivelador";"";"Fixacao";"Padrao";"UN";""
"goevo:004591";"FIBRA BETTANIN";"UN";"Fibra Bettanin";"Bettanin";"Limpeza";"Padrao";"UN";""
"goevo:004592";"SUPORTE LT COM ROSCA AZUL";"UN";"Suporte LT com Rosca";"";"Ferragem";"Azul";"UN";"Cor=Azul"
"goevo:004593";"FECHADURA PIVOTANTE";"UN";"Fechadura para Porta Pivotante Kit 01";"";"Ferragem";"Padrao";"UN";""
"goevo:004594";"PLACA ROTA DE FUGA";"UN";"Placa Rota de Fuga";"";"Sinalizacao";"Padrao";"UN";""
"goevo:004595";"SAQUINHO DE PIPOCA";"UN";"Saco de Papel para Pipoca";"";"Embalagem";"Padrao";"UN";""
"goevo:004596";"SPOT SOBR P/1 PAR30";"UN";"Spot Sobrepor para Lampada PAR30";"";"Iluminacao";"1 Lampada PAR30";"UN";"Capacidade=1 Lampada | Base=PAR30"
"goevo:004597";"LAMPADA PAR 30 LED";"UN";"Lampada PAR30 LED";"";"Iluminacao";"Padrao";"UN";""
"goevo:004598";"LAMPADA FILAMENTO LED";"UN";"Lampada LED Filamento";"";"Iluminacao";"Padrao";"UN";""
"goevo:004599";"RODAPÉ 7CM EM E.V.A AUTOCOLANTE LISO ROLO 10M";"UN";"Rodape em E.V.A Autocolante Liso";"";"Acabamento";"7 cm 10 m Liso";"UN";"Altura=7 cm | Comprimento=10 m | Material=E.V.A | Acabamento=Liso"
"goevo:004600";"CANTO GARRAFA MÃO DE OBRA";"UN";"Canto Garrafa Mao de Obra";"";"Servicos";"Padrao";"UN";""
"goevo:004601";"RECORTE CAIXINHA MÃO DE OBRA";"UN";"Recorte Caixinha Mao de Obra";"";"Servicos";"Padrao";"UN";""
"goevo:004602";"ESMALTE PRETO FOSCO BASE ÁGUA";"UN";"Esmalte Preto Fosco Base Água";"";"Pintura";"Preto Fosco Base Água";"UN";"Cor=Preto | Acabamento=Fosco | Base=Água"
"goevo:004603";"SUPORTE 4X2";"UN";"Suporte para Caixa 4x2 Pial";"Pial";"Eletrica";"4x2";"UN";"Dimensao=4x2"
"goevo:004604";"SUPORTE 4X4";"UN";"Suporte para Caixa 4x2 Pial";"Pial";"Eletrica";"4x4";"UN";"Dimensao=4x4"
"goevo:004605";"PLACA 4X2 P/2 MD SEP";"UN";"Placa para Caixa 4x2";"";"Eletrica";"4x2 2 Módulos Separados";"UN";"Dimensao=4x2 | Configuracao=2 Módulos Separados"
"goevo:004606";"PLACA 4X4";"UN";"Placa para Caixa 4x4";"";"Eletrica";"4x4";"UN";"Dimensao=4x4"
"goevo:004607";"PLACA 4X2";"UN";"Placa para Caixa 4x2";"";"Eletrica";"4x2";"UN";"Dimensao=4x2"
"goevo:004608";"COBERTURA MATÉLICA E CHAPARIAS NOVAS INSTALADAS";"UN";"Cobertura Metálica e Chaparias Novas Instaladas";"";"Construcao";"Padrao";"UN";""
"goevo:004609";"LIMPEZA DE TANQUE";"UN";"Limpeza de Tanque";"";"Servico";"Padrao";"UN";""
"goevo:004610";"SACO DE ENTULHO";"UN";"Saco para Lixo Preto";"";"Limpeza";"100 L Preto Entulho";"UN";"Capacidade=100 L | Cor=Preto | Aplicacao=Entulho"
"goevo:004611";"MOTOCOMPRESSOR DE AR DIRETO";"UN";"Motocompressor de Ar Direto";"";"Ferramentas";"Padrao";"UN";""
"goevo:004612";"BOTINA MARLUVAS NOBUCK BP N 42";"UN";"Botina Nobuck Bico PVC Marluvas";"Marluvas";"EPI";"42";"UN";"Numeracao=42"
"goevo:004613";"TAPETE TECIDO CLASSE A RISCOS";"UN";"Tapete Tecido Classe A Riscos";"";"Revestimento";"Classe A Riscos";"UN";"Classe=A | Modelo=Riscos"
"goevo:004614";"TAPETE TECIDO BOREAL PLUS LAGO";"UN";"Tapete Tecido Boreal Plus Lago";"";"Revestimento";"Boreal Plus Lago";"UN";"Modelo=Boreal Plus | Cor=Lago"
"goevo:004615";"RALO PLÁSTICO OCULTO";"UN";"Ralo Plástico Oculto";"";"Hidraulica";"Plástico Oculto";"UN";"Material=Plástico | Tipo=Oculto"
"goevo:004616";"MOLA HIDRAULICA P/ PORTA";"UN";"Mola Aerea para Porta";"";"Ferragem";"Hidráulica";"UN";"Tipo=Hidráulica"
"goevo:004617";"PLACA CIMENTICIA 120X240X20MM";"UN";"Placa Cimentícia";"";"Drywall";"120x240 cm 20 mm";"UN";"Dimensao=120x240 cm | Espessura=20 mm"
"goevo:004618";"ESTANTE DE MADEIRA";"UN";"Estante de Madeira";"";"Mobiliario";"Madeira";"UN";"Material=Madeira"
"goevo:004619";"PASTA LUBRIFICANTE BISNAGA";"UN";"Pasta Lubrificante Bisnaga";"";"Ferramentas";"Bisnaga";"UN";"Embalagem=Bisnaga"
"goevo:004620";"PE DE MESA";"UN";"Pé de Mesa";"";"Mobiliario";"Padrao";"UN";""
"goevo:004621";"CORTINA ROLO";"UN";"Cortina Rolo";"";"Acabamento";"Padrao";"UN";""
"goevo:004622";"PISO VINILICO BRIGTH";"UN";"Piso Vinílico Brigth";"";"Revestimento";"Brigth";"UN";"Modelo=Brigth"
"goevo:004623";"MÃO DE OBRA DE INSTALAÇÃO PISO VINILICO";"UN";"Mão de Obra Instalação Piso Vinílico";"";"Servico";"Padrao";"UN";""
"goevo:004624";"COLA VINILICA";"UN";"Cola Vinílica";"";"Adesivos";"Padrao";"UN";""
"goevo:004625";"TESTEIRA PVC COR GREY 5 CM";"UN";"Testeira PVC";"";"Acabamento";"PVC Grey 5 cm";"UN";"Material=PVC | Cor=Grey | Largura=5 cm"
"goevo:004626";"RODAPÉ PVC";"UN";"Rodapé PVC";"";"Acabamento";"PVC";"UN";"Material=PVC"
"goevo:004627";"PERSIANA ROLO";"UN";"Persiana Rolo";"";"Acabamento";"Rolo";"UN";"Tipo=Rolo"
"goevo:004628";"SOLEIRA PRETA 92X4";"UN";"Soleira Preta";"";"Acabamento";"Preto 92x4 cm";"UN";"Cor=Preto | Dimensao=92x4 cm"
"goevo:004629";"CONCHA PARA CEREAIS";"UN";"Concha para Cereais";"";"Utensilios";"Padrao";"UN";""
"goevo:004630";"PAR PES DE MESA MODELO T";"UN";"Par Pés de Mesa Modelo T";"";"Mobiliario";"Modelo T Par";"UN";"Modelo=T | Quantidade=Par"
"goevo:004631";"ACABAMENTO PARA REGISTRO";"UN";"Acabamento para Registro";"";"Hidraulica";"Padrao";"UN";""
"goevo:004632";"SAL SACHE";"UN";"Sal Sache";"";"Alimentos";"Padrão";"UN";""
"goevo:004633";"TAMPO PARA MESA";"UN";"Tampo para Mesa";"";"Mobiliario";"Padrão";"UN";""
"goevo:004634";"LATERA PARA MESA";"UN";"Lateral para Mesa";"";"Mobiliario";"Padrão";"UN";""
"goevo:004635";"AGUA LINDOYA VERÃO (REFIL) 20LITROS";"UN";"Refil de Água para Galão";"";"Alimentos";"Lindoya Verão 20 L";"UN";"Capacidade=20 L | Marca=Lindoya Verão"
"goevo:004636";"TAMPO 1200X475X18MM";"UN";"Tampo Carvalho Evora";"";"Mobiliario";"1200x475x18 mm";"UN";"Dimensao=1200x475x18 mm"
"goevo:004637";"TAMPO EM BP CARVALHO ÉVORA 2400 (L) X 475 (P) X 18 (E)";"UN";"Tampo Carvalho Evora";"";"Mobiliario";"Carvalho Évora 2400x475x18 mm";"UN";"Dimensao=2400x475x18 mm | Cor=Carvalho Évora"
"goevo:004638";"TAMPO EM BP CARVALHO ÉVORA 1200 (L) X 475 (P) X 18 (E)";"UN";"Tampo Carvalho Evora";"";"Mobiliario";"Carvalho Évora 1200x475x18 mm";"UN";"Dimensao=1200x475x18 mm | Cor=Carvalho Évora"
"goevo:004639";"TAMPO EM BP CARVALHO ÉVORA 1000 (L) X 475 (P) X 18 (E)";"UN";"Tampo Carvalho Evora";"";"Mobiliario";"Carvalho Évora 1000x475x18 mm";"UN";"Dimensao=1000x475x18 mm | Cor=Carvalho Évora"
"goevo:004640";"TAMPO EM BP CARVALHO ÉVORA 700 (L) X 350 (P) X 18 (E)";"UN";"Tampo Carvalho Evora";"";"Mobiliario";"Carvalho Évora 700x350x18 mm";"UN";"Dimensao=700x350x18 mm | Cor=Carvalho Évora"
"goevo:004641";"MEGOMETRO DIGITAL 250-1000V 1M OHMS MINIPA";"UN";"Megômetro Digital Minipa";"Minipa";"Ferramentas";"250-1000 V 1M Ohms";"UN";"Voltagem=250-1000 V | Resistencia=1M Ohms"
"goevo:004642";"SOQUETE ESTR.ENC.1/2 JG. 8A32MM 22PC TRAMONTINA";"UN";"Jogo Soquete Estriado Encaixe 1/2"" Tramontina";"Tramontina";"Ferramentas";"8 a 32 mm 22 peças";"UN";"Tamanho=8 a 32 mm | Quantidade=22 peças"
"goevo:004643";"ESPAÇO JUNTAPISO 1MM CINZA 100 PEÇAS";"UN";"Espaçador Junta de Piso";"";"Revestimento";"Cinza 1 mm 100 peças";"UN";"Espessura=1 mm | Cor=Cinza | Quantidade=100 peças"
"goevo:004644";"CUBA RETANGULAR AÇO VÁLVULA 4,5 BRILHO PRIME 47X30,5X17CM";"UN";"Cuba Retangular Aço Inox com Válvula Prime";"";"Hidraulica";"47x30,5x17 cm Brilho";"UN";"Material=Aço Inox | Dimensao=47x30,5x17 cm | Acabamento=Brilho | Bitola Valvula=4,5"""
"goevo:004645";"TREINAMENTO DE NR 35";"UN";"Treinamento NR 35";"";"Servicos";"NR 35";"UN";"Norma=NR 35"
"goevo:004646";"TREINAMENTO DE NR 06";"UN";"Treinamento NR 06";"";"Servicos";"NR 06";"UN";"Norma=NR 06"
"goevo:004647";"BANQUETA QUADRADA TECA 70X30X30";"UN";"Banqueta Quadrada Teca";"";"Mobiliario";"Teca 70x30x30 cm";"UN";"Dimensao=70x30x30 cm | Material=Teca"
"goevo:004648";"VARAL CORDÃO DE LUZES PRETO 30 METROS";"UN";"Varal Cordão de Luzes";"";"Iluminacao";"Preto 30 m";"UN";"Cor=Preto | Comprimento=30 m"
"goevo:004649";"COLA LIQUIDA P/ PAPEL DE PAREDE";"UN";"Cola para Papel de Parede";"";"Adesivos";"Padrão";"UN";""
"goevo:004650";"CAIXA CAMPANHA DO AGASALHO";"UN";"Caixa Campanha do Agasalho";"";"Mobiliario";"Padrão";"UN";""
"goevo:004651";"SIFÃO COPO P/ LAVATORIO CUBA PIA TANQUE SAIDA FLEXIVEL";"UN";"Sifão Copo com Saída Flexível";"";"Hidraulica";"Saída Flexível";"UN";"Aplicacao=Lavatorio/Cuba/Pia/Tanque"
"goevo:004652";"PEDRA MIRACEMA CINZA 11,5X23CM";"UN";"Pedra Miracema";"";"Revestimento";"Cinza 11,5x23 cm";"UN";"Cor=Cinza | Dimensao=11,5x23 cm"
"goevo:004653";"LIXADEIRA DE TETO/ PAREDE";"UN";"Lixadeira de Teto e Parede";"";"Ferramentas";"Padrão";"UN";""
"goevo:004654";"FECHADURA PARA PORTA QUARTO INTERNA";"UN";"Fechadura para Porta Interna Quarto";"";"Ferragem";"Quarto";"UN";"Aplicacao=Quarto"
"goevo:004655";"LIMPADOR DE VIDROS";"UN";"Limpador de Vidros";"";"Limpeza";"Padrão";"UN";""
"goevo:004656";"INVERSOR DE FREQUENCIA INTEGRAL";"UN";"Inversor de Frequência Integral";"";"Eletrica";"Padrão";"UN";""
"goevo:004657";"CARTÃO DE VISITA";"UN";"Kit Cartoes de Visita Verniz Local";"";"Grafica";"Padrão";"UN";""
"goevo:004658";"PERFURADOR MANUAL P/ PAPEIS";"UN";"Perfurador Manual para Papéis";"";"Escritorio";"Padrão";"UN";""
"goevo:004659";"TAMPO PARA PIA";"UN";"Tampo para Pia";"";"Mobiliario";"Padrão";"UN";""
"goevo:004660";"TAMPO DE PIA";"UN";"Tampo de Pia";"";"Mobiliario";"Padrão";"UN";""
"goevo:004661";"KIT PORTA LISA";"UN";"Kit Porta Lisa";"";"Acabamento";"Padrão";"UN";""
"goevo:004662";"MASSA ADESIVA PLÁSTICA";"UN";"Massa Adesiva Plastica";"";"Adesivos";"Padrão";"UN";""
"goevo:004663";"SUVINIL ESMALTE SECA RAPIDO ACETINADO BASE PRETO FOSCO";"UN";"Esmalte Seca Rapido Acetinado Suvinil";"Suvinil";"Pintura";"Preto Fosco Acetinado";"UN";"Cor=Preto Fosco | Acabamento=Acetinado"
"goevo:004664";"SUVINIL ESMALTE SECA RAPIDO ACETINADO BASE PRETO ABSOLUTO";"UN";"Esmalte Seca Rapido Acetinado Suvinil";"Suvinil";"Pintura";"Preto Absoluto Acetinado";"UN";"Cor=Preto Absoluto | Acabamento=Acetinado"
"goevo:004665";"VIAPLUS TOP CAIXA 18KG";"UN";"Viaplus Top";"";"Construcao";"18 kg";"UN";"Capacidade=18 kg"
"goevo:004666";"CORAL CORALIT ULTRA RESISTENCIA BRILHANTE VERDE FOLHA 3,6L";"UN";"Esmalte Sintetico Coralit Ultra Resistencia";"Coralit";"Pintura";"Verde Folha Brilhante 3,6 L";"UN";"Cor=Verde Folha | Acabamento=Brilhante | Capacidade=3,6 L"
"goevo:004667";"CORAL CORALIT ULTRA RESISTENCIA BRILHANTE";"UN";"Esmalte Sintetico Coralit Ultra Resistencia";"Coralit";"Pintura";"Padrão";"UN";""
"goevo:004668";"ESCADA ALUMINIO 5 DEGRAUS";"UN";"Escada Aluminio";"";"Ferramentas";"5 Degraus";"UN";"Degraus=5 | Material=Aluminio"
"goevo:004669";"DUCHA HIGIENICA PARA BACIA SANITÁRIA";"UN";"Ducha Higienica para Bacia Sanitaria";"";"Hidraulica";"Padrão";"UN";""
"goevo:004670";"DISCO PARA ENCERADEIRA";"UN";"Disco para Enceradeira";"";"Limpeza";"Padrão";"UN";""
"goevo:004671";"CAIXA DE PASSAGEM 15X15";"UN";"Caixa de Passagem";"";"Eletrica";"15 x 15 cm";"UN";"Dimensao=15 x 15 cm"
"goevo:004672";"PLACA ELEVADOR AVISO AOS PASSAGEIROS LEI SP9502 RJ7326";"UN";"Placa Elevador Aviso aos Passageiros";"";"Sinalizacao";"Lei SP 9502 / RJ 7326";"UN";"Lei=SP 9502 / RJ 7326"
"goevo:004673";"RODAPE GUARATUBA 10 X 5 MM";"UN";"Rodape Guaratuba";"";"Acabamento";"10 x 5 mm";"UN";"Dimensao=10 x 5 mm"
"goevo:004674";"COLA PASTILHA AZULEJO BRANCA PVA MASSAPLIC 1,5KG PULVITEC";"UN";"Cola para Pastilha Azulejo PVA Massaplic Pulvitec";"Pulvitec";"Adesivos";"Branca 1,5 kg";"UN";"Cor=Branca | Capacidade=1,5 kg"
"goevo:004675";"FECHO FENDA LINGUETA P/ CAIXA PAINEL ELETRICO";"UN";"Fecho Fenda Lingueta para Caixa Painel Eletrico";"";"Eletrica";"Padrão";"UN";""
"goevo:004676";"PONTEIRA COMPRESSAO 25 MM ESTANHADO TERMINAL OLHAL";"UN";"Terminal Compressao Ref. 506";"";"Eletrica";"25 mm Estanhado";"UN";"Bitola=25 mm | Acabamento=Estanhado"
"goevo:004677";"DISJUNTOR BIPOLAR DUPLO 10A, 16A, 20A, 25A, 32A, 40A, 50A, 63A";"UN";"Disjuntor Bipolar Steck";"Steck";"Eletrica";"Bipolar 10A-63A";"UN";"Corrente=10A, 16A, 20A, 25A, 32A, 40A, 50A, 63A | Polos=2P"
"goevo:004678";"RESISTENCIA PARA FABRICAR";"UN";"Resistencia para Fabricar";"";"Componentes";"Padrão";"UN";""
"goevo:004679";"PRATELEIRA ARDO PRETA 120 CM";"UN";"Prateleira MDP Preta";"";"Mobiliario";"Ardo Preto 120 cm";"UN";"Material=MDP | Cor=Preto | Marca=Ardo | Comprimento=120 cm"
"goevo:004680";"DESENGORDURANTE MAGICO 5L";"UN";"Desengordurante Magico";"";"Limpeza";"5 L";"UN";"Capacidade=5 L"
"goevo:004681";"EMENDA TRILHO ELETRIFICADO RETO PT";"UN";"Emenda Trilho Eletrificado Reto";"";"Iluminacao";"Preto";"UN";"Cor=Preto"
"goevo:004682";"TUBO FLEXIVEL ALUMINIZADO 5 POLEGADAS 125MM ROLO 10M DUTO";"UN";"Tubo Flexivel Aluminizado Duto";"";"Ventilacao";"5"" (125 mm) 10 m";"UN";"Diametro=5"" (125 mm) | Comprimento=10 m"
"goevo:004683";"ENVIDRAÇAMENTO CLAROFLEX";"UN";"Envidraçamento Claroflex";"Claroflex";"Vidros";"Padrão";"UN";""
"goevo:004684";"CAVILHA MAD LEO 08X40 C/100, MADEIRA";"UN";"Cavilha Madeira Leo";"Leo";"Fixacao";"8 x 40 mm C/100";"UN";"Dimensao=8 x 40 mm | Quantidade=100 unidades"
"goevo:004685";"CORRED TELESC ZC 500 35KG FGVTN";"UN";"Corrediça Telescopica ZC 500 FGVTN";"FGVTN";"Ferragem";"ZC 500 35 kg";"UN";"Capacidade=35 kg | Modelo=ZC 500"
"goevo:004686";"SUTA 8 200MM STARRETT, CABO INJET. EM TERMOPLASTICO";"UN";"Suta Starrett";"Starrett";"Ferramentas";"8"" (200 mm)";"UN";"Tamanho=8"" (200 mm) | Cabo=Termoplastico"
"goevo:004687";"PAPEL FOTOGRÁFICO FOSCO A4 C/100";"UN";"Papel Fotografico Fosco A4";"";"Escritorio";"A4 Fosco C/100";"UN";"Tamanho=A4 | Acabamento=Fosco | Quantidade=100 folhas"
"goevo:004688";"KIT FIBRA DE LIMPEZA LEVE 102MM X 26CM";"UN";"Kit Fibra de Limpeza Leve";"";"Limpeza";"102 mm x 26 cm";"UN";"Dimensao=102 mm x 26 cm"
"goevo:004689";"VASO DE BARRO PEQUENO";"UN";"Vaso de Barro";"";"Jardinagem";"Pequeno";"UN";"Tamanho=Pequeno"
